조사방식	채널	고객경험단계	서비스품질요소	고객경험요소
TD	고객센터	직원상담	고객 눈높이 용어 사용	전문 금융 용어의 순화 설명
TD	고객센터	직원상담	고객 눈높이 용어 사용	내부 업무 약어 사용 금지
TD	고객센터	직원상담	고객 눈높이 용어 사용	설명 속도의 적정성
TD	고객센터	직원상담	고객 눈높이 용어 사용	핵심 정보 중심 간결한 안내
TD	고객센터	직원상담	고객 눈높이 용어 사용	설명 후 고객 이해도 확인
TD	고객센터	챗봇상담	서비스 접근성	채널 접근 용이성
TD	고객센터	챗봇상담	서비스 접근성	24시간 서비스 가능 여부
TD	고객센터	챗봇상담	서비스 접근성	별도 로그인 요구 여부
TD	고객센터	챗봇상담	서비스 접근성	빠른 재접속 편의성
TD	고객센터	챗봇상담	서비스 접근성	문의 이력 조회 기능
TD	고객센터	챗봇상담	의도파악 정확성	복합/모호 질문 처리 능력
TD	고객센터	챗봇상담	의도파악 정확성	오탈자 및 띄어쓰기 오류 보정
TD	고객센터	챗봇상담	의도파악 정확성	동의어 및 유의어 처리 능력
TD	고객센터	챗봇상담	의도파악 정확성	연속 질문의 맥락 유지
TD	고객센터	챗봇상담	의도파악 정확성	의도 재확인 질문 제공
TD	고객센터	챗봇상담	답변 신속성	질문 입력 후 응답 소요 시간
TD	고객센터	챗봇상담	답변 신속성	지연 없는 연속 대화 처리
TD	고객센터	챗봇상담	답변 신속성	챗봇 성능 및 서버 안정성
TD	고객센터	챗봇상담	답변 신속성	답변 표출 방식의 효율성
TD	고객센터	챗봇상담	답변 신속성	실시간 정보 업데이트 속도
TD	고객센터	챗봇상담	답변 정확성	문의 내용과의 일치도
TD	고객센터	챗봇상담	답변 정확성	최신 정보 및 규정 반영
TD	고객센터	챗봇상담	답변 정확성	답변 출처의 명확화
TD	고객센터	챗봇상담	답변 정확성	불가능한 요청에 대한 명확한 설명
TD	고객센터	챗봇상담	답변 정확성	관련 업무/대안 정보 제공
TD	고객센터	챗봇상담	자연스러운 대화	사람다운 언어 및 말투
TD	고객센터	챗봇상담	자연스러운 대화	감성적 표현 및 공감 능력
TD	고객센터	챗봇상담	자연스러운 대화	질문 유형에 맞는 답변 스타일
TD	고객센터	챗봇상담	자연스러운 대화	부적절/무의미 대화 처리
TD	고객센터	챗봇상담	자연스러운 대화	상담원 연결의 자연스러운 유도
TD	상품	저축성	이율의 적정성	시장 대비 경쟁 우위
TD	상품	저축성	이율의 적정성	우대 금리 조건의 달성 용이성
TD	상품	저축성	이율의 적정성	금리 변동 알림의 명확성
TD	상품	저축성	이율의 적정성	만기 시 이자 지급의 정확성
TD	상품	저축성	이율의 적정성	비과세/세금우대 혜택 안내
TD	상품	저축성	상품정보 이해용이성	핵심 정보의 시각적 강조
TD	상품	저축성	상품정보 이해용이성	전문 용어의 쉬운 설명
TD	상품	저축성	상품정보 이해용이성	상품 가입 전 시뮬레이션 제공
TD	상품	저축성	상품정보 이해용이성	상품설명서의 간결성 및 구조
TD	상품	저축성	상품정보 이해용이성	FAQ/챗봇을 통한 정보 제공
TD	상품	저축성	상품 가입 편리성	가입 절차의 간소화
TD	상품	저축성	상품 가입 편리성	서류 제출/인증 방식의 간편화
TD	상품	저축성	상품 가입 편리성	가입소요시간 최소화
TD	상품	저축성	상품 가입 편리성	가입 후 처리 알림의 명확성
TD	상품	저축성	상품 가입 편리성	타 상품 연계 가입 편의성
TD	상품	저축성	상품조건의 적절성	가입 대상의 명확성
TD	상품	저축성	상품조건의 적절성	최소/최대 납입 금액의 현실성
TD	상품	저축성	상품조건의 적절성	만기 및 기간 옵션의 다양성
TD	상품	저축성	상품조건의 적절성	중도 해지/변경의 용이성
TD	상품	저축성	상품조건의 적절성	긴급 출금/대출 기능 제공
TD	상품	저축성	부가서비스의 적합성	재테크 목표 관리 기능
TD	상품	저축성	부가서비스의 적합성	상품 연계 소비 혜택
TD	상품	저축성	부가서비스의 적합성	금융 교육/정보 제공
TD	상품	저축성	부가서비스의 적합성	자동 재예치/만기 알림 편의성
TD	상품	저축성	부가서비스의 적합성	비금융 제휴 서비스 제공
TD	상품	저축성	예적금상품 다양성	목적별 상품 구성
TD	상품	저축성	예적금상품 다양성	우대 조건의 다양한 선택지
TD	상품	저축성	예적금상품 다양성	혁신적인 저축 방식 제공
TD	상품	저축성	예적금상품 다양성	모바일 전용 상품의 경쟁력
TD	상품	저축성	예적금상품 다양성	파킹 통장 등 유동성 상품
TD	상품	여신성	상품정보 이해용이성	금리 및 상환 조건의 시각적 강조
TD	상품	여신성	상품정보 이해용이성	전문 용어의 순화 및 설명
TD	상품	여신성	상품정보 이해용이성	대출 조건 비교 및 시뮬레이션
TD	상품	여신성	상품정보 이해용이성	상품 약관/설명서의 간결성
TD	상품	여신성	상품정보 이해용이성	대출 실행 후 조건 재확인 편의성
TD	상품	여신성	금리의 적정성	대출 금리 결정의 투명성
TD	상품	여신성	금리의 적정성	시장 대비 금리 경쟁력
TD	상품	여신성	금리의 적정성	고객 맞춤상품 중 최저 금리 안내
TD	상품	여신성	금리의 적정성	금리 변동 시 알림 및 안내
TD	상품	여신성	금리의 적정성	연체 금리 산정의 명확성
TD	상품	여신성	신청 편의성 및 심사/승인의 신속성	비대면 신청 절차의 간소화
TD	상품	여신성	신청 편의성 및 심사/승인의 신속성	서류 제출/징구의 자동화
TD	상품	여신성	신청 편의성 및 심사/승인의 신속성	심사 및 승인 결정의 신속성
TD	상품	여신성	신청 편의성 및 심사/승인의 신속성	심사 과정의 투명한 안내
TD	상품	여신성	신청 편의성 및 심사/승인의 신속성	심사 거절 사유의 명확한 고지
TD	상품	여신성	금리인하 조건의 적절성	우대 금리 조건 달성 용이성
TD	상품	여신성	금리인하 조건의 적절성	우대 금리 조건 안내 명확성
TD	상품	여신성	금리인하 조건의 적절성	우대 금리 적용 결과 체감 가능성
TD	상품	여신성	금리인하 조건의 적절성	우대 금리 재적용의 편의성
TD	상품	여신성	금리인하 조건의 적절성	우대 금리 조건의 공정성
TD	상품	여신성	상품관리 편의성	상환 스케줄 및 잔액 조회 용이성
TD	상품	여신성	상품관리 편의성	중도 상환 및 만기 연장의 간편성
TD	상품	여신성	상품관리 편의성	자동 이체일 변경의 편의성
TD	상품	여신성	상품관리 편의성	필요 서류(납입 증명서 등)의 즉시 발급
TD	상품	여신성	상품관리 편의성	대출 한도 및 가능 여부의 실시간 조회
TD	상품	여신성	대출상품 다양성	목적별 상품의 구비
TD	상품	여신성	대출상품 다양성	담보 형태별 옵션의 다양성
TD	상품	여신성	대출상품 다양성	모바일 전용 상품 운영
TD	상품	여신성	대출상품 다양성	비상금/소액 대출의 간편성
TD	상품	여신성	대출상품 다양성	라이프사이클/고객군별 맞춤 상품 구성
TD	상품	투자성	수익률의 적정성	벤치마크 대비 성과
TD	상품	투자성	수익률의 적정성	수수료/보수 구조의 합리성
TD	상품	투자성	수익률의 적정성	실시간 수익률 조회 편의성
TD	상품	투자성	수익률의 적정성	목표 수익률 도달 알림 기능
TD	상품	투자성	수익률의 적정성	세금 및 거래 비용의 명확한 고지
TD	상품	투자성	자료 및 정보제공의 충분성	상품 운용 보고서의 정기적 제공
TD	상품	투자성	자료 및 정보제공의 충분성	시장 동향 및 전망 자료의 적시성
TD	상품	투자성	자료 및 정보제공의 충분성	투자 전문가와의 상담 기회
TD	상품	투자성	자료 및 정보제공의 충분성	투자 용어 및 개념 설명 자료
TD	상품	투자성	자료 및 정보제공의 충분성	상품 비교 분석 기능
TD	상품	투자성	위험정보의 명확성	위험 등급 고지의 명확성
TD	상품	투자성	위험정보의 명확성	예상 손실 가능성의 구체적 안내
TD	상품	투자성	위험정보의 명확성	투자자 성향과의 일치 여부 확인
TD	상품	투자성	위험정보의 명확성	불완전 판매 방지 녹취/서명 관리
TD	상품	투자성	위험정보의 명확성	투자 원금 손실 가능성 강조
TD	상품	투자성	사후관리의 지속성	정기적인 포트폴리오 점검
TD	상품	투자성	사후관리의 지속성	투자 손실 발생 시 선제적 대응
TD	상품	투자성	사후관리의 지속성	리밸런싱 및 추가 투자 추천
TD	상품	투자성	사후관리의 지속성	운용역 변경/중요 이슈 발생 알림
TD	상품	투자성	사후관리의 지속성	모바일/ARS를 통한 간편한 환매
TD	상품	투자성	투자성상품의 다양성	다양한 유형의 펀드 상품 구비
TD	상품	투자성	투자성상품의 다양성	목표/테마별 특화 상품
TD	상품	투자성	투자성상품의 다양성	위험 등급별 충분한 선택지
TD	상품	투자성	투자성상품의 다양성	해외 자산 투자 상품의 폭
TD	상품	투자성	투자성상품의 다양성	맞춤형 포트폴리오 추천 서비스
TD	상품	보장성	보장내용 및 보험이율의 적정성	핵심 보장 범위의 명확성
TD	상품	보장성	보장내용 및 보험이율의 적정성	보험료의 합리성
TD	상품	보장성	보장내용 및 보험이율의 적정성	예상 보험금 및 환급금 안내
TD	상품	보장성	보장내용 및 보험이율의 적정성	공시이율 등 적용 이율의 투명성
TD	상품	보장성	보장내용 및 보험이율의 적정성	납입 기간 및 만기 시점의 적절성
TD	상품	보장성	상품가입 편의성	비대면 청약 및 서명 간편화
TD	상품	보장성	상품가입 편의성	고지 의무 사항의 입력 용이성
TD	상품	보장성	상품가입 편의성	가입 후 청약 철회/취소 편의성
TD	상품	보장성	상품가입 편의성	보험료 자동 이체 설정의 편의성
TD	상품	보장성	상품가입 편의성	영업점 방문 시 가입소요시간 최소화
TD	상품	보장성	가입 승인 및 처리 신속성	심사 및 승인 결과의 신속 통보
TD	상품	보장성	가입 승인 및 처리 신속성	심사 진행 상황의 투명한 안내
TD	상품	보장성	가입 승인 및 처리 신속성	승인 거절 시 사유의 명확한 고지
TD	상품	보장성	가입 승인 및 처리 신속성	추가 서류 요청의 최소화 및 자동화
TD	상품	보장성	가입 승인 및 처리 신속성	보험 효력 발생 시점의 즉시 알림
TD	상품	보장성	보장성상품의 다양성	생애 주기별 맞춤 상품 구비
TD	상품	보장성	보장성상품의 다양성	보장 목적별 상품 구색
TD	상품	보장성	보장성상품의 다양성	보험료 납부 방식의 유연성
TD	상품	보장성	보장성상품의 다양성	비갱신형/갱신형 상품의 선택 폭
TD	상품	보장성	보장성상품의 다양성	맞춤형 포트폴리오 추천 서비스
TD	상품	외화환전	환율의 적정성	환율 우대 혜택의 수준
TD	상품	외화환전	환율의 적정성	실시간 환율 정보의 정확성
TD	상품	외화환전	환율의 적정성	환율 우대 조건의 단순성
TD	상품	외화환전	환율의 적정성	목표 환율 도달 알림 기능
TD	상품	외화환전	환율의 적정성	외화 매매 스프레드의 적정성
TD	상품	외화환전	서비스정보 이해용이성	총 환전 비용의 명확한 사전 고지
TD	상품	외화환전	서비스정보 이해용이성	환전 유의사항의 명확한 안내
TD	상품	외화환전	서비스정보 이해용이성	외화 종류별 수령 가능 지점 안내
TD	상품	외화환전	서비스정보 이해용이성	환전 결과 상세 내역 조회
TD	상품	외화환전	서비스정보 이해용이성	환전 취소 및 변경 절차 안내
TD	상품	외화환전	환전신청의 편리성	비대면 신청 절차의 간소화
TD	상품	외화환전	환전신청의 편리성	외화 수령 채널의 다양성
TD	상품	외화환전	환전신청의 편리성	외화 종류 및 금액 입력의 직관성
TD	상품	외화환전	환전신청의 편리성	원화 출금 계좌 연동의 편의성
TD	상품	외화환전	환전신청의 편리성	재환전 신청의 간편성
TD	상품	외화환전	환전부가서비스의 다양성	환전 시 항공 마일리지 적립 혜택
TD	상품	외화환전	환전부가서비스의 다양성	외화 배송 서비스의 안정성
TD	상품	외화환전	환전부가서비스의 다양성	소액 환전 시 무인 환전기 이용
TD	상품	외화환전	환전부가서비스의 다양성	환전과 연계된 여행자 보험/혜택
TD	상품	외화환전	환전부가서비스의 다양성	외화 '선물하기' 기능 편의성
TD	상품	외화환전	환전서비스 기능의 다양성	24시간/주말 환전 신청
TD	상품	외화환전	환전서비스 기능의 다양성	자동 재환전/환전 기능
TD	상품	외화환전	환전서비스 기능의 다양성	외화 ATM 출금 서비스
TD	상품	외화환전	환전서비스 기능의 다양성	분할/나눠서 수령 기능
TD	상품	외화환전	환전서비스 기능의 다양성	외화 통장 기반의 간편 관리
TD	상품	외화환전	환전통화의 다양성	환전 가능 통화의 종류
TD	상품	외화환전	환전통화의 다양성	통화별 지폐 단위 선택의 폭
TD	상품	외화환전	환전통화의 다양성	외화 통장 개설 가능 통화
TD	상품	외화환전	환전통화의 다양성	모바일 환전 가능 통화 폭
TD	상품	외화환전	환전통화의 다양성	여행자 수표 등 기타 결제 수단의 구비
TD	상품	해외송금	해외송금의 편의성	비대면 송금 신청 절차의 간소화
TD	상품	해외송금	해외송금의 편의성	수취인 정보의 간편 등록/관리
TD	상품	해외송금	해외송금의 편의성	송금 증빙 서류의 자동화/간편 제출
TD	상품	해외송금	해외송금의 편의성	송금 목적 변경 및 오류 수정 용이성
TD	상품	해외송금	해외송금의 편의성	외화 통장과의 자동 연동
TD	상품	해외송금	안내정보의 명확성	예상 송금 도착 시간의 구체적 고지
TD	상품	해외송금	안내정보의 명확성	실시간 송금 진행 상황 알림
TD	상품	해외송금	안내정보의 명확성	수수료 및 차감 내역의 투명한 안내
TD	상품	해외송금	안내정보의 명확성	송금 오류 발생 시 신속하고 명확한 안내
TD	상품	해외송금	안내정보의 명확성	고객 문의 채널의 접근성 및 전문성
TD	상품	해외송금	수수료의 적정성	송금 수수료의 경쟁력
TD	상품	해외송금	수수료의 적정성	전신료/중계 수수료의 투명성
TD	상품	해외송금	수수료의 적정성	소액 송금 시 수수료의 차별화
TD	상품	해외송금	수수료의 적정성	비대면/자동화 채널 수수료 우대
TD	상품	해외송금	수수료의 적정성	송금 방식(예: 전용망)에 따른 수수료 절감
TD	상품	해외송금	해외송금의 신속성	송금 도착 시간의 최소화
TD	상품	해외송금	해외송금의 신속성	24시간/주말 송금 서비스 제공
TD	상품	해외송금	해외송금의 신속성	자동 이체 방식의 정기 송금 지원
TD	상품	해외송금	해외송금의 신속성	서류 제출 송금의 신속 처리
TD	상품	해외송금	해외송금의 신속성	해외 파트너 은행과의 연계 안정성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 화면의 시인성	명확한 가이드 및 레이아웃
BU	KB 스타뱅킹	로그인/인증	로그인/인증 화면의 시인성	인증 수단 구분 명확성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 화면의 시인성	에러 메시지의 이해도
BU	KB 스타뱅킹	로그인/인증	로그인/인증 화면의 시인성	화면 요소의 접근성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 화면의 시인성	입력 필드의 가독성
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 신속성	인증 소요 시간
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 신속성	서버 응답 속도
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 신속성	불필요한 단계 제거
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 신속성	생체 인증의 인식 속도
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 신속성	빠른 오류 복구 시간
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 보안성	인증 수단의 안전성 체감
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 보안성	이상 거래 탐지(FDS) 알림
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 보안성	비밀번호/패턴 관리 용이성
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 보안성	앱 실행 시 보안 점검
BU	KB 스타뱅킹	로그인/인증	로그인/인증의 보안성	다중 인증 옵션
BU	KB 스타뱅킹	로그인/인증	로그인/인증 방식의 다양성	다양한 간편 인증 지원 범위
BU	KB 스타뱅킹	로그인/인증	로그인/인증 방식의 다양성	기존 인증 수단의 유지
BU	KB 스타뱅킹	로그인/인증	로그인/인증 방식의 다양성	기기 변경/재설치 시 유연성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 방식의 다양성	인증 방식 간의 전환 용이성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 방식의 다양성	비대면 신원 확인의 편리성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 안정성	접속 오류 및 튕김 현상
BU	KB 스타뱅킹	로그인/인증	로그인/인증 안정성	OS/기기별 호환성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 안정성	네트워크 환경 의존성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 안정성	인증 실패의 비반복성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 안정성	시스템 점검 안내 강화
BU	KB 스타뱅킹	로그인/인증	로그인/인증 이용편의성	로그인 유지 기능
BU	KB 스타뱅킹	로그인/인증	로그인/인증 이용편의성	자동 로그인 설정의 용이성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 이용편의성	인증 정보 입력의 간편성
BU	KB 스타뱅킹	로그인/인증	로그인/인증 이용편의성	비밀번호 찾기/재설정 흐름
BU	KB 스타뱅킹	로그인/인증	로그인/인증 이용편의성	타 서비스 연동 (SSO)
BU	KB 스타뱅킹	홈화면	홈화면의 심미성	랜드 아이덴티티 적절성
BU	KB 스타뱅킹	홈화면	홈화면의 심미성	색상 및 폰트의 조화
BU	KB 스타뱅킹	홈화면	홈화면의 심미성	시각적 균형감
BU	KB 스타뱅킹	홈화면	홈화면의 심미성	애니메이션 및 전환 효과
BU	KB 스타뱅킹	홈화면	홈화면의 심미성	세심한 디테일 & 완성도
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 시인성	핵심 계좌 정보 노출
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 시인성	메뉴/버튼의 명확성
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 시인성	중요 알림/이벤트 강조
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 시인성	광고 및 비핵심 정보 구분
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 시인성	정보 계층 구조의 명료화
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 연결성 	정상적인 서비스 연결
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 연결성 	컨텍스트 기반 연결
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 연결성 	개인화 콘텐츠의 연결 적합성
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 연결성 	빠른 검색 기능의 연결
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 연결성 	사용자 경로 최적화
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 고객 지향성	개인화된 맞춤 계좌 노출
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 고객 지향성	이용 패턴 기반 메뉴 추천
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 고객 지향성	맞춤형 상품/이벤트 추천
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 고객 지향성	고객 등급/혜택 정보 노출
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 고객 지향성	접근성 기준 준수
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 다양성	전체 메뉴의 포괄성
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 다양성	금융/비금융 콘텐츠 혼합
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 다양성	콘텐츠의 주기적 관리
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 다양성	다양한 뷰 모드의 제공
BU	KB 스타뱅킹	홈화면	홈화면 콘텐츠의 다양성	고객 참여형 콘텐츠
BU	KB 스타뱅킹	홈화면	홈화면을 통한 메뉴 진입 신속성	퀵메뉴 응답 속도
BU	KB 스타뱅킹	홈화면	홈화면을 통한 메뉴 진입 신속성	전체 메뉴 로딩 속도
BU	KB 스타뱅킹	홈화면	홈화면을 통한 메뉴 진입 신속성	최적화된 초기 로딩
BU	KB 스타뱅킹	홈화면	홈화면을 통한 메뉴 진입 신속성	백그라운드 데이터 처리
BU	KB 스타뱅킹	홈화면	홈화면을 통한 메뉴 진입 신속성	메모리/리소스 사용 효율
BU	KB 스타뱅킹	통합검색	통합검색 메뉴의 시인성	검색 버튼의 위치 및 크기
BU	KB 스타뱅킹	통합검색	통합검색 메뉴의 시인성	검색창 접근의 일관성
BU	KB 스타뱅킹	통합검색	통합검색 메뉴의 시인성	검색 기능의 명칭/아이콘
BU	KB 스타뱅킹	통합검색	통합검색 메뉴의 시인성	검색어 입력 시 즉각 반응
BU	KB 스타뱅킹	통합검색	통합검색 메뉴의 시인성	최근/인기 검색어 노출
BU	KB 스타뱅킹	통합검색	통합검색의 사용 편의성	자동 완성 및 오탈자 보정
BU	KB 스타뱅킹	통합검색	통합검색의 사용 편의성	음성/이미지 등 입력 방식
BU	KB 스타뱅킹	통합검색	통합검색의 사용 편의성	검색 필터 및 범위 설정
BU	KB 스타뱅킹	통합검색	통합검색의 사용 편의성	검색 기록 관리 편의성
BU	KB 스타뱅킹	통합검색	통합검색의 사용 편의성	검색어 입력의 편의성
BU	KB 스타뱅킹	통합검색	통합검색의 고객지향성	검색어-고객 니즈 매칭 정확도
BU	KB 스타뱅킹	통합검색	통합검색의 고객지향성	고객 맞춤형 검색 결과
BU	KB 스타뱅킹	통합검색	통합검색의 고객지향성	금융 용어 및 약어 처리
BU	KB 스타뱅킹	통합검색	통합검색의 고객지향성	고객 검색 의도 파악
BU	KB 스타뱅킹	통합검색	통합검색의 고객지향성	검색 트렌드 활용성
BU	KB 스타뱅킹	통합검색	검색결과의 시인성	결과 목록의 명확한 구분
BU	KB 스타뱅킹	통합검색	검색결과의 시인성	결과 요약 정보의 충실도
BU	KB 스타뱅킹	통합검색	검색결과의 시인성	검색어 하이라이트
BU	KB 스타뱅킹	통합검색	검색결과의 시인성	중요 정보의 우선 배치
BU	KB 스타뱅킹	통합검색	검색결과의 시인성	총 검색결과 개수 표시
BU	KB 스타뱅킹	통합검색	검색결과의 정보 충분성	결과 범위의 포괄성
BU	KB 스타뱅킹	통합검색	검색결과의 정보 충분성	상세 정보의 깊이
BU	KB 스타뱅킹	통합검색	검색결과의 정보 충분성	관련 콘텐츠/FAQ 연계
BU	KB 스타뱅킹	통합검색	검색결과의 정보 충분성	실시간 정보 반영
BU	KB 스타뱅킹	통합검색	검색결과의 정보 충분성	고객센터/챗봇 연계
BU	KB 스타뱅킹	통합검색	검색결과 메뉴 연계 편리성	Direct Link (바로가기)
BU	KB 스타뱅킹	통합검색	검색결과 메뉴 연계 편리성	상품검색의 용이성
BU	KB 스타뱅킹	통합검색	검색결과 메뉴 연계 편리성	검색어-메뉴 간 관계 설정
BU	KB 스타뱅킹	통합검색	검색결과 메뉴 연계 편리성	연계 서비스 오류 방지
BU	KB 스타뱅킹	통합검색	검색결과 메뉴 연계 편리성	정보안내 페이지의 연결 용이성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 탐색 편의성	상품 검색 기능의 정확성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 탐색 편의성	상품 간 비교 기능의 유용성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 탐색 편의성	필터링 및 정렬 기능의 유연성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 탐색 편의성	최근/인기 상품 목록의 유용성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 탐색 편의성	탐색 경로의 간결성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 메뉴체계의 시인성	카테고리 분류의 직관성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 메뉴체계의 시인성	메뉴 깊이의 적정성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 메뉴체계의 시인성	현재 위치 표시의 명확성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 메뉴체계의 시인성	공통 기능 버튼의 일관성
BU	KB 스타뱅킹	금융상품몰	금융상품몰 메뉴체계의 시인성	시각적 계층 구조
BU	KB 스타뱅킹	금융상품몰	금융상품의 다양성	상품군의 포괄성
BU	KB 스타뱅킹	금융상품몰	금융상품의 다양성	특화 고객 대상 상품
BU	KB 스타뱅킹	금융상품몰	금융상품의 다양성	제휴 및 복합 상품 연계
BU	KB 스타뱅킹	금융상품몰	금융상품의 다양성	상품 정보의 최신성
BU	KB 스타뱅킹	금융상품몰	금융상품의 다양성	상품 포트폴리오 제안
BU	KB 스타뱅킹	금융상품몰	상품 추천의 적정성	개인화 추천의 정확도
BU	KB 스타뱅킹	금융상품몰	상품 추천의 적정성	추천 이유의 명확성
BU	KB 스타뱅킹	금융상품몰	상품 추천의 적정성	맞춤형 금리/한도 자동 계산
BU	KB 스타뱅킹	금융상품몰	상품 추천의 적정성	추천 상품의 적절성
BU	KB 스타뱅킹	금융상품몰	상품 추천의 적정성	투자성향 분석 연계
BU	KB 스타뱅킹	금융상품몰	상품 정보의 이해 용이성	핵심 정보의 요약 제공
BU	KB 스타뱅킹	금융상품몰	상품 정보의 이해 용이성	금융 용어 설명 제공
BU	KB 스타뱅킹	금융상품몰	상품 정보의 이해 용이성	Q&A 및 FAQ 연동
BU	KB 스타뱅킹	금융상품몰	상품 정보의 이해 용이성	가입 예시 및 시뮬레이션
BU	KB 스타뱅킹	금융상품몰	상품 정보의 이해 용이성	약관/설명서의 접근성
BU	KB 스타뱅킹	금융상품몰	상품 가입화면 진입의 원활성	가입/신청 버튼의 가시성
BU	KB 스타뱅킹	금융상품몰	상품 가입화면 진입의 원활성	가입 전 예상 소요 시간 안내
BU	KB 스타뱅킹	금융상품몰	상품 가입화면 진입의 원활성	진입 오류/앱 튕김 방지
BU	KB 스타뱅킹	금융상품몰	상품 가입화면 진입의 원활성	가입 자격 확인의 신속성
BU	KB 스타뱅킹	금융상품몰	상품 가입화면 진입의 원활성	비회원/로그인 상태 연계
BU	KB 스타뱅킹	상품가입	약관 동의의 적절성	약관의 시각적 명확성
BU	KB 스타뱅킹	상품가입	약관 동의의 적절성	핵심 내용 요약 제공
BU	KB 스타뱅킹	상품가입	약관 동의의 적절성	동의 방식의 간편성
BU	KB 스타뱅킹	상품가입	약관 동의의 적절성	약관 내용 검색 기능
BU	KB 스타뱅킹	상품가입	약관 동의의 적절성	동의 이전 단계 복귀
BU	KB 스타뱅킹	상품가입	상품 가입정보 입력 편의성	자동 완성 및 기존 정보 연동
BU	KB 스타뱅킹	상품가입	상품 가입정보 입력 편의성	OCR/카메라 입력 활용
BU	KB 스타뱅킹	상품가입	상품 가입정보 입력 편의성	입력 오류 방지 및 안내
BU	KB 스타뱅킹	상품가입	상품 가입정보 입력 편의성	비대면 서류 제출의 간편성
BU	KB 스타뱅킹	상품가입	상품 가입정보 입력 편의성	직관적인 키패드 활용
BU	KB 스타뱅킹	상품가입	본인인증 확인 및 보안성	인증 수단 전환 유연성
BU	KB 스타뱅킹	상품가입	본인인증 확인 및 보안성	인증 과정의 신속성
BU	KB 스타뱅킹	상품가입	본인인증 확인 및 보안성	최종 확인 시 보안 강화
BU	KB 스타뱅킹	상품가입	본인인증 확인 및 보안성	개인 정보 마스킹 및 보호
BU	KB 스타뱅킹	상품가입	본인인증 확인 및 보안성	이상 행위 탐지(FDS) 연계
BU	KB 스타뱅킹	상품가입	상품가입중 상담 연결 편의성	챗봇/AI 상담의 즉각 연결
BU	KB 스타뱅킹	상품가입	상품가입중 상담 연결 편의성	상담사 연결 및 대기 시간
BU	KB 스타뱅킹	상품가입	상품가입중 상담 연결 편의성	상담 후 가입 재개 기능
BU	KB 스타뱅킹	상품가입	상품가입중 상담 연결 편의성	상담 이력의 자동 연계
BU	KB 스타뱅킹	상품가입	상품가입중 상담 연결 편의성	연결 채널의 다양성
BU	KB 스타뱅킹	상품가입	가입절차의 업무연속성	진행 상황 표시(Progress Bar)
BU	KB 스타뱅킹	상품가입	가입절차의 업무연속성	임시 저장 및 재개 기능
BU	KB 스타뱅킹	상품가입	가입절차의 업무연속성	필수 입력 항목의 명확성
BU	KB 스타뱅킹	상품가입	가입절차의 업무연속성	화면 전환 및 로딩 속도
